2024-02-25 14:05:01,055: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-25 14:05:02,236: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-25 14:05:02,237: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-25 14:05:02,237: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-25 14:05:02,237: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-25 14:05:02,238: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 14:05:02[0m
2024-02-25 14:05:02,239: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,253: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,254: root: INFO: [32mNew market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-02-25 14:05:02,256: root: INFO: [34mTrading iteration ended at 2024-02-25 14:05:02[0m
2024-02-25 14:05:02,257: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,257: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,257: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,262: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-25 14:05:02,262: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-25 14:05:02,262: root: INFO: [32mFilled Transaction: buy 10 of SPY at 469.48999023 USD per share[0m
2024-02-25 14:05:02,262: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-25 14:05:02,267: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 14:05:02,267: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-25 14:05:02,271: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-25 14:05:02,273: root: INFO: [34mThe market is not currently open, skipping this trading iteration[0m
2024-02-25 14:05:02,273: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,273: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,273: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,279: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,279: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,280: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,281: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,281: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,284: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,284: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,284: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,285: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,285: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-25 14:05:02,287: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,287: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,287: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,287: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,288: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,288: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,290: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-25 14:05:02,290: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-25 14:05:02,290: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,290: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,291: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,291: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,291: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,292: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,293: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-25 14:05:02,294: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,295: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,297: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-25 14:05:02,297: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,297: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,298: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,298: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,298: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,299: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,300: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-25 14:05:02,300: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-25 14:05:02,301: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 14:05:02[0m
2024-02-25 14:05:02,301: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,304: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,304: root: INFO: [34mTrading iteration ended at 2024-02-25 14:05:02[0m
2024-02-25 14:05:02,304: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,305: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,305: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,306: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,306: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,307: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,308: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 14:05:02,309: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-02-25 14:05:02,309: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-02-25 14:05:02,311: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 14:05:02[0m
2024-02-25 14:05:02,311: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,312: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,312: root: INFO: [34mTrading iteration ended at 2024-02-25 14:05:02[0m
2024-02-25 14:05:02,312: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,312: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,313: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,313: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,313: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,314: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,315: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 14:05:02,316: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-02-25 14:05:02,317: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-02-25 14:05:02,319: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 14:05:02[0m
2024-02-25 14:05:02,319: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,319: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,320: root: INFO: [34mTrading iteration ended at 2024-02-25 14:05:02[0m
2024-02-25 14:05:02,320: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,320: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,320: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,320: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:05:02,320: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,321: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:05:02,323: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 14:05:02,324: root: INFO: Current backtesting datetime 2023-12-20 16:00:00-05:00
2024-02-25 14:05:02,325: root: INFO: Current backtesting datetime 2023-12-21 09:30:00-05:00
