2024-02-25 14:39:26,555: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-25 14:39:27,427: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-25 14:39:27,427: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-25 14:39:27,429: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-25 14:39:27,429: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-25 14:39:27,430: root: INFO: [34mExecuting the on_trading_iteration lifecycle method at 2024-02-25 14:39:27[0m
2024-02-25 14:39:27,430: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:39:27,444: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:39:30,126: root: INFO: [32mNew market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-02-25 14:39:30,130: root: INFO: [34mTrading iteration ended at 2024-02-25 14:39:30[0m
2024-02-25 14:39:30,130: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:39:30,130: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:39:30,131: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-25 14:39:30,134: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-25 14:39:30,134: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-02-25 14:39:30,134: root: INFO: [32mFilled Transaction: buy 10 of SPY at 469.48999023 USD per share[0m
2024-02-25 14:39:30,134: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-02-25 14:39:30,139: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-25 14:39:30,141: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-25 14:39:30,141: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-25 14:39:30,143: root: INFO: [34mThe market is not currently open, skipping this trading iteration[0m
2024-02-25 14:39:30,144: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-25 14:39:30,144: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
